ID	Sex	Group	Year	Family	Sire	Dam	Group2	Age	Tag_weight	Tag_length	Mortal_Age	Mortal_bin	Mortal_DDM	Mortal_weight
CD2011022728	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	5.6	8	462	2	32	147
CD2011022729	I	48	2011	CD20110074	NL2008000033	CD2008000653	TK00210048I	208	4.8	7.6	462	1	26	135
CD2011022901	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	5.5	8	462	1	17	157
CD2011022902	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	6.8	8.7	462	1	11	130.1
CD2011022936	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	7.1	8.6	462	1	17	126
CD2011022937	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	7.2	8.5	462	1	21	158
CD2011022938	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	7.2	8.5	462	2	32	243
CD2011022941	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	6.4	8.3	462	1	18	158
CD2011022942	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	5.4	8	462	2	32	169
CD2011022944	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	5.5	7.6	462	1	18	116
CD2011022948	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	6	8.5	462	2	32	222
CD2011022950	I	48	2011	CD20110040	NL2008000017	CD2008010990	TK00210048I	208	6.6	8.7	462	2	32	226
CD2011000403	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	9.7	9.5	471	2	32	260
CD2011000408	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	9	9	471	1	22	200
CD2011000409	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	8.2	8.7	471	1	23	170
CD2011000410	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	12.1	9.7	471	1	26	246
CD2011000414	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	9.4	9.5	471	1	26	218
CD2011000418	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	8	8.7	471	1	18	151
CD2011000423	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	7.3	8.5	471	1	22	214
CD2011000424	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	8.3	8.7	471	2	32	186
CD2011000428	I	49	2011	CD20110099	NL2008000047	CD2008003516	TK00210049I	200	6.9	8.5	471	1	22	162
CD2011000616	I	49	2011	CD20110045	NL2008000020	CD2008006663	TK00210049I	201	9.7	9.6	472	2	32	243
CD2011000618	I	49	2011	CD20110045	NL2008000020	CD2008006663	TK00210049I	201	8.3	9	472	2	32	176
CD2011000622	I	49	2011	CD20110045	NL2008000020	CD2008006663	TK00210049I	201	8.8	9.3	472	2	32	264
CD2011000625	I	49	2011	CD20110045	NL2008000020	CD2008006663	TK00210049I	201	7.1	8.5	472	2	32	200
CD2011000840	I	49	2011	CD20110055	NL2008000023	CD2008004302	TK00210049I	200	8.3	9.4	471	1	15	216
CD2011000842	I	49	2011	CD20110055	NL2008000023	CD2008004302	TK00210049I	200	6.8	8.4	471	1	22	132
CD2011000845	I	49	2011	CD20110055	NL2008000023	CD2008004302	TK00210049I	200	6.2	8	471	1	17	180
CD2011000846	I	49	2011	CD20110055	NL2008000023	CD2008004302	TK00210049I	200	5.5	7.8	471	1	14	137
CD2011001001	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	8.6	8.5	462	1	16	198
CD2011001050	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	7.9	8.5	462	1	10	159.1
CD2011001051	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	7.7	8.7	462	1	12	168
CD2011001057	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	7.4	8.2	462	2	32	260
CD2011001058	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	6.4	7.9	462	1	14	216
CD2011001059	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	6.7	8	462	1	18	200
CD2011001063	I	49	2011	CD20110015	NL2008000009	CD2008009449	TK00210049I	191	6.6	8	462	1	14	181.2
CD2011001204	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	6.7	7.8	472	1	19	165
CD2011001281	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	7.1	8	472	1	15	170
CD2011001283	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	6.6	8	472	1	18	153
CD2011001284	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	6.8	8	472	1	18	170
CD2011001296	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	7.3	8	472	1	16	187
CD2011001298	I	49	2011	CD20110007	NL2008000001	CD2008003272	TK00210049I	202	9.3	8.6	472	2	32	200
CD2011001490	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	8.4	8.7	471	1	15	146
CD2011001491	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	7.5	8.5	471	1	17	119
CD2011001496	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	6	8	471	1	14	184
CD2011001497	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	7.9	8.7	471	1	28	160
CD2011001500	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	8.4	9	471	1	14	203.1
CD2011001503	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	8.6	9	471	2	32	181
CD2011001504	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	10.1	9.4	471	1	14	184.7
CD2011001508	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	6.9	8.5	471	1	15	127
CD2011001510	I	49	2011	CD20110044	NL2008000021	CD2008004850	TK00210049I	201	7.6	8.8	471	1	17	136
CD2011001645	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	10.8	10	471	1	19	143
CD2011001694	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	6.7	8.5	471	1	16	187
CD2011001697	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	6.1	8	471	1	23	126
CD2011001698	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	6.1	8	471	1	14	140
CD2011001699	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	5.2	8	471	2	32	138
CD2011001701	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	6.7	8	471	1	17	168
CD2011001714	I	49	2011	CD20110081	NL2008000038	CD2008011327	TK00210049I	201	6.7	8.3	471	1	20	191
CD2011001921	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	5.5	7.5	471	1	15	102
CD2011001922	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	8.6	8.5	471	2	32	200
CD2011001923	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	8.3	8.8	471	1	14	166.8
CD2011001924	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	8.3	9	471	1	16	207
CD2011001925	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	7.9	8.6	471	1	19	242
CD2011001927	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	6.6	8	471	2	32	260
CD2011001929	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	8.7	9	471	2	32	170
CD2011001930	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	9.2	8.8	471	1	15	195
CD2011001931	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	5.8	8	471	1	18	201
CD2011001934	I	49	2011	CD20110008	NL2008000005	CD2008002516	TK00210049I	201	9.6	9.3	471	2	32	266
CD2011002123	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	8.3	8.9	472	1	28	116
CD2011002135	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	7.8	8.4	472	1	21	191
CD2011002141	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	6.5	8	472	1	23	136
CD2011002142	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	7.7	8.6	472	1	14	174
CD2011002145	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	5.8	7.6	472	1	27	163
CD2011002147	I	49	2011	CD20110001	NL2008000001	CD2008005263	TK00210049I	202	8.4	8.7	472	1	28	177
CD2011002353	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	5	7.5	472	2	32	116
CD2011002358	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	7.5	8.6	472	1	13	187.8
CD2011002359	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	7.2	8.4	472	1	17	204
CD2011002360	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	6.2	8.4	472	1	30	117
CD2011002361	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	6.1	8	472	1	18	194
CD2011002363	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	7.1	9.1	472	2	32	246
CD2011002365	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	5.4	8	472	1	17	156
CD2011002366	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	6.6	8	472	1	17	219
CD2011002367	I	49	2011	CD20110022	NL2008000011	CD2008007990	TK00210049I	203	6.1	8	472	1	22	126
CD2011002573	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	7.1	8.7	471	1	22	218
CD2011002574	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	7.2	8.8	471	1	24	184
CD2011002575	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	6.3	8	471	1	17	159.3
CD2011002577	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	6.7	8.5	471	2	32	151
CD2011002578	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	5.6	8	471	1	26	129
CD2011002580	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	6.3	8.5	471	1	21	187
CD2011002581	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	6.4	8.2	471	1	31	132
CD2011002584	I	49	2011	CD20110090	NL2008000042	CD2008011788	TK00210049I	202	6.5	8.5	471	2	32	179
CD2011002784	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	7.3	8.6	471	1	11	117
CD2011002786	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	5.5	7.6	471	1	19	136
CD2011002787	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	8.5	8.9	471	1	13	113.5
CD2011002791	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	7.1	8.5	471	1	13	201.2
CD2011002793	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	8	8.9	471	1	14	172.6
CD2011002795	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	6.7	8	471	1	13	161.5
CD2011002802	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	7.8	9	471	1	17	161
CD2011002803	I	49	2011	CD20110108	NL2008000044	CD2008007898	TK00210049I	202	6.2	8	471	1	13	178.9
CD2011003012	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	7.6	9.3	471	1	26	202
CD2011003013	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	6.7	9	471	2	32	219
CD2011003018	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	7.6	9	471	1	18	167
CD2011003026	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	7.1	9	471	2	32	145
CD2011003027	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	9.7	9.7	471	2	32	180
CD2011003036	I	49	2011	CD20110046	NL2008000021	CD2008010547	TK00210049I	202	6.9	9	471	2	32	210
CD2011003218	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	7	8.6	471	1	16	134
CD2011003221	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	5.6	8	471	1	17	125
CD2011003222	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	7.2	7.7	471	1	13	166.9
CD2011003223	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	7.2	8.5	471	1	19	132
CD2011003224	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	8.6	9.4	471	1	18	160
CD2011003225	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	5.8	8.4	471	1	22	135
CD2011003226	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	5.4	7.9	471	1	21	107
CD2011003227	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	6.2	8.5	471	1	15	158
CD2011003228	I	49	2011	CD20110093	NL2008000044	CD2008001401	TK00210049I	202	6.8	8.7	471	1	19	124
CD2011003433	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	9.5	9.5	471	1	20	277
CD2011003448	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	9	9.6	471	2	32	226
CD2011003451	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	7.3	8.7	471	1	14	162.1
CD2011003454	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	6.4	8.5	471	1	15	128
CD2011003460	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	6.5	8.5	471	2	32	216
CD2011003461	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	7.6	9	471	1	13	140.9
CD2011003466	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	6.7	8.9	471	1	13	163.6
CD2011003470	I	49	2011	CD20110048	NL2008000023	CD2008010229	TK00210049I	202	7.4	8.8	471	2	32	204
CD2011003656	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	6.5	8.5	471	1	16	102
CD2011003658	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	8.2	9.3	471	1	11	182
CD2011003662	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	6.6	8.9	471	2	32	153
CD2011003663	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	8.2	9.5	471	2	32	176
CD2011003664	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	8	9	471	1	12	130
CD2011003665	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	7	9	471	2	32	236
CD2011003666	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	8.5	9.4	471	1	23	119
CD2011003667	I	49	2011	CD20110094	NL2008000045	CD2008001678	TK00210049I	202	7.3	8.7	471	1	18	131
CD2011003875	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	8.4	8.9	471	1	17	179
CD2011003878	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6	8	471	1	20	154
CD2011003882	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6.1	8.2	471	1	16	158
CD2011003883	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6.8	8.5	471	1	25	177
CD2011003885	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	7.3	8.8	471	1	11	122.3
CD2011003887	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	7	8.8	471	1	22	176
CD2011003888	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	5.9	8.2	471	1	14	191.1
CD2011003889	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6.5	8.3	471	1	15	201.1
CD2011003892	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6.6	8.6	471	1	25	178
CD2011003901	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	6.3	8.5	471	1	14	207.7
CD2011003902	I	49	2011	CD20110100	NL2008000047	CD2008009171	TK00210049I	202	7.3	8.7	471	2	32	181
CD2011004088	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	8.4	8.7	472	1	18	179
CD2011004089	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	9.3	9.2	472	1	22	186
CD2011004091	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	9.7	8.7	472	1	28	182
CD2011004092	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	7.7	8.5	472	2	32	214
CD2011004093	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	7.4	8.4	472	1	13	132.2
CD2011004095	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	6.8	8	472	1	18	232
CD2011004097	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	7.1	8	472	1	15	173
CD2011004098	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	5.9	7.8	472	1	12	172
CD2011004099	I	49	2011	CD20110065	NL2008000003	CD2008000067	TK00210049I	203	8.6	9	472	2	32	203
CD2011004306	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	7.6	8.6	462	1	28	239
CD2011004308	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	7.2	8.7	462	1	14	229.8
CD2011004309	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	5.9	8	462	1	12	125
CD2011004310	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	7	8.5	462	1	14	233
CD2011004313	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	5.6	7.8	462	1	12	129.9
CD2011004316	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	7.7	8.5	462	1	11	110
CD2011004317	I	49	2011	CD20110069	NL2008000031	CD2008005295	TK00210049I	194	7.5	8.5	462	1	15	215
CD2011004524	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	6.8	7.6	471	1	11	141.6
CD2011004525	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	7	8.3	471	1	12	163
CD2011004529	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	6	8.3	471	1	10	171.8
CD2011004530	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	6.7	8.8	471	1	15	202
CD2011004531	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	6.8	8	471	1	11	159
CD2011004532	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	5.2	7.5	471	1	14	161
CD2011004534	I	49	2011	CD20110006	NL2008000005	CD2008007424	TK00210049I	203	8.4	9.3	471	1	15	125
CD2011004735	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	7.9	8.5	472	1	16	160
CD2011004748	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	6.7	8	472	1	14	115
CD2011004749	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	7.4	8.4	472	2	32	130
CD2011004757	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	7.8	8.6	472	1	10	157.5
CD2011004760	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	9.4	8.6	472	2	32	270
CD2011004762	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	6.4	8	472	1	18	108
CD2011004765	I	49	2011	CD20110043	NL2008000020	CD2008009244	TK00210049I	204	6.2	8	472	1	26	114
CD2011004958	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	6.6	8.2	472	2	32	188
CD2011004961	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	6	7.6	472	1	20	135
CD2011004962	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	7.5	8.8	472	2	32	253
CD2011004965	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	5.1	7.2	472	1	15	115
CD2011004966	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	5.8	8	472	1	15	101
CD2011004968	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	6.3	8	472	2	32	201
CD2011004969	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	6.3	7.8	472	1	14	128
CD2011004970	I	49	2011	CD20110051	NL2008000020	CD2008001425	TK00210049I	204	5.9	7.2	472	1	14	160
CD2011005189	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	6.2	8.5	471	1	23	102
CD2011005190	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	6	8.2	471	1	16	117
CD2011005192	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	5.9	8.4	471	1	14	112.9
CD2011005193	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	5.9	8	471	2	32	164
CD2011005194	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	6.2	8.4	471	1	21	146
CD2011005195	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	6.7	8.6	471	1	18	155
CD2011005200	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	6.9	8.5	471	1	21	145
CD2011005204	I	49	2011	CD20110064	NL2008000028	CD2008005869	TK00210049I	203	7.5	8.6	471	1	24	164
CD2011005392	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	6.8	8.5	472	1	18	94
CD2011005393	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	7.1	8.7	472	1	6	137.3
CD2011005394	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	7.6	9.2	472	2	32	120
CD2011005397	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	8.1	9.2	472	1	22	111
CD2011005402	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	7.6	9	472	1	23	137
CD2011005403	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	8.5	9.2	472	2	32	162
CD2011005404	I	49	2011	CD20110009	NL2008000006	CD2008008764	TK00210049I	204	7.2	8.7	472	2	32	112
CD2011005607	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	7.2	9	472	2	32	169
CD2011005608	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	8.6	9.3	472	2	32	162
CD2011005609	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	8.5	9.4	472	2	32	127
CD2011005612	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	6.3	8.3	472	2	32	152
CD2011005613	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	8.1	9.3	472	1	20	120
CD2011005615	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	5.7	7.7	472	2	32	205
CD2011005620	I	49	2011	CD20110053	NL2008000025	CD2008005048	TK00210049I	204	8.3	8.5	472	2	32	168
CD2011005833	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	10.5	9.5	471	1	15	141
CD2011005835	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	7.1	8.6	471	1	16	170
CD2011005838	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	6.5	8.2	471	1	12	104
CD2011005842	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	9.9	8.2	471	1	13	174.2
CD2011005844	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	9.5	9.1	471	2	32	246
CD2011005845	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	7.3	8.2	471	1	11	153
CD2011005847	I	49	2011	CD20110097	NL2008000046	CD2008001103	TK00210049I	204	9.7	9.2	471	1	15	168
CD2011005979	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	6.5	8.4	472	1	24	133
CD2011006055	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	7.4	8.5	472	1	24	103
CD2011006056	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	8	8.9	472	1	23	101
CD2011006058	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	8	9.2	472	1	28	135
CD2011006060	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	6.4	8.3	472	1	15	103
CD2011006064	I	49	2011	CD20110004	NL2008000001	CD2008010525	TK00210049I	205	8.5	9	472	2	32	137
CD2011006254	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	6.7	8.6	472	1	12	216
CD2011006255	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	8.2	8.9	472	2	32	160
CD2011006260	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	8.3	8.9	472	1	29	206
CD2011006261	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	9.6	9.2	472	1	27	165
CD2011006262	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	7.5	8.9	472	1	30	126
CD2011006264	I	49	2011	CD20110058	NL2008000025	CD2008004539	TK00210049I	205	5.7	8.1	472	1	21	177
CD2011006475	I	49	2011	CD20110096	NL2008000045	CD2008004307	TK00210049I	204	8.4	9.2	471	1	13	100.9
CD2011006476	I	49	2011	CD20110096	NL2008000045	CD2008004307	TK00210049I	204	8	8.5	471	1	17	155
CD2011006478	I	49	2011	CD20110096	NL2008000045	CD2008004307	TK00210049I	204	6.6	8.6	471	1	11	143.6
CD2011006480	I	49	2011	CD20110096	NL2008000045	CD2008004307	TK00210049I	204	9.5	9.5	471	2	32	250
