ID	Sex	Group	Year	Family	Sire	Dam	Group2	Age	Tag_weight	Tag_length	Mortal_Age	Mortal_bin	Mortal_DDM	Mortal_weight
CD2011008662	I	50	2011	CD20110018	NL2008000007	CD2008001724	TK00210050I	205	6.9	8.6	471	1	15	164
CD2011008663	I	50	2011	CD20110018	NL2008000007	CD2008001724	TK00210050I	205	7.3	8.7	471	1	14	150
CD2011008664	I	50	2011	CD20110018	NL2008000007	CD2008001724	TK00210050I	205	7.9	8.8	471	1	16	162
CD2011008665	I	50	2011	CD20110018	NL2008000007	CD2008001724	TK00210050I	205	6.9	8.6	471	1	19	108
CD2011008666	I	50	2011	CD20110018	NL2008000007	CD2008001724	TK00210050I	205	7.2	8.6	471	2	32	149
CD2011008879	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	10.3	9.8	471	2	32	196
CD2011008881	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	6.1	8.2	471	2	32	153
CD2011008882	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	5.2	7.8	471	1	10	161.6
CD2011008884	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	7.3	8.8	471	1	14	121
CD2011008885	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	5	7.7	471	1	11	142.1
CD2011008886	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	6.1	8.3	471	1	11	155.5
CD2011008888	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	8.7	9	471	1	14	168
CD2011008889	I	50	2011	CD20110071	NL2008000032	CD2008006952	TK00210050I	205	6.1	8.5	471	2	32	118
CD2011009012	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	5.4	7.5	472	1	18	124
CD2011009013	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	7.3	8.5	472	1	13	179.3
CD2011009019	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	5.4	7.6	472	1	16	153
CD2011009021	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	8.4	8.5	472	1	15	131
CD2011009023	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	7	7.9	472	1	16	146
CD2011009026	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	6.6	8.2	472	2	32	133
CD2011009027	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	5.8	7.5	472	1	12	83.5
CD2011009082	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	6.7	8.4	472	2	32	169
CD2011009103	I	50	2011	CD20110011	NL2008000006	CD2008010224	TK00210050I	207	5.2	7.4	472	1	19	123
CD2011009310	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	8.6	9.1	472	1	14	193
CD2011009314	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	7.1	8.6	472	1	16	185
CD2011009315	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	6.9	8.2	472	1	11	144.8
CD2011009316	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	7.1	8.5	472	2	32	289
CD2011009320	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	6.3	8.4	472	1	10	168
CD2011009324	I	50	2011	CD20110049	NL2008000020	CD2008005331	TK00210050I	207	6.9	8.1	472	2	32	315
CD2011009455	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	8.1	8.7	471	1	27	155
CD2011009528	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	6.8	8.4	471	1	23	235
CD2011009536	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	7.2	8.9	471	1	27	158
CD2011009538	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	7.6	8.8	471	1	17	195
CD2011009542	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	6.3	7.9	471	1	28	169
CD2011009543	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	6.4	8	471	1	20	156
CD2011009544	I	50	2011	CD20110062	NL2008000028	CD2008007918	TK00210050I	206	6.1	8.5	471	1	24	138
CD2011009663	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	5.4	8.1	471	1	15	149
CD2011009751	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	7.3	8.7	471	1	12	152
CD2011009752	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	5.3	7.7	471	2	32	248
CD2011009753	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	6.2	8	471	1	10	195.7
CD2011009754	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	7.1	8.8	471	1	10	150.6
CD2011009755	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	7.1	9	471	2	32	184
CD2011009756	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	6.6	8.5	471	1	15	173
CD2011009758	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	7	8.5	471	2	32	345
CD2011009761	I	50	2011	CD20110087	NL2008000041	CD2008001379	TK00210050I	206	5.1	7.6	471	2	32	219
CD2011009879	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	7.6	8.9	471	1	14	125.5
CD2011009964	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	7.3	8.5	471	2	32	251
CD2011009965	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	6.8	8.5	471	2	32	267
CD2011009966	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	6.6	8.5	471	2	32	208
CD2011009967	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	7.5	8.9	471	2	32	201
CD2011009969	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	8.2	9.1	471	1	22	153
CD2011009971	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	5.2	7.9	471	2	32	152
CD2011009977	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	5.4	8.2	471	1	15	121
CD2011009978	I	50	2011	CD20110003	NL2008000003	CD2008001653	TK00210050I	206	7.2	8.9	471	1	16	190
CD2011010175	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	6.6	8	472	1	20	137
CD2011010178	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	7.2	8.7	472	1	18	117
CD2011010179	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	7.6	9.2	472	2	32	161
CD2011010180	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	6.2	8.4	472	1	7	107.2
CD2011010181	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	8	8.9	472	2	32	160
CD2011010183	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	7.9	8.9	472	2	32	176
CD2011010189	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	5.9	7.9	472	1	22	105
CD2011010194	I	50	2011	CD20110012	NL2008000006	CD2008007168	TK00210050I	207	7.5	8.9	472	1	19	138
CD2011010400	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	7.8	8.5	471	1	19	119
CD2011010402	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	6.3	8.4	471	1	15	166
CD2011010404	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	7	8.6	471	2	32	156
CD2011010406	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	5.8	7	471	1	11	136.1
CD2011010407	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	9.5	9.5	471	2	32	181
CD2011010409	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	8.1	8.8	471	1	28	114
CD2011010410	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	7.3	8.2	471	1	14	166.4
CD2011010411	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	8	8.9	471	1	27	149
CD2011010412	I	50	2011	CD20110092	NL2008000043	CD2008002254	TK00210050I	206	7.2	8.7	471	1	18	183
CD2011010533	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	197	7.8	8.9	462	1	31	147
CD2011010534	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	197	6.8	8.9	462	1	15	124
CD2011010610	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	198	6.8	8.4	462	1	22	126
CD2011010621	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	198	6.5	8	462	1	26	100
CD2011010623	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	198	7.3	8.6	462	1	15	123.7
CD2011010624	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	198	6.8	8.6	462	1	13	176.4
CD2011010628	I	50	2011	CD20110025	NL2008000013	CD2008007651	TK00210050I	198	6.5	8	462	2	32	169
CD2011010828	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	6.2	8.2	471	2	32	193
CD2011010829	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	9.6	9	471	2	32	240
CD2011010830	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	6.8	8.5	471	2	32	159
CD2011010831	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	5.2	8	471	1	27	118
CD2011010832	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	5.8	7.5	471	2	32	187
CD2011010833	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	6	8	471	1	14	168.5
CD2011010834	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	6.9	8.8	471	2	32	218
CD2011010835	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	6.5	8.3	471	1	22	122
CD2011010839	I	50	2011	CD20110033	NL2008000016	CD2008002178	TK00210050I	207	5	7.6	471	2	32	128
CD2011011049	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	9.3	9.3	471	2	32	139
CD2011011051	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	7.4	8.9	471	1	18	122
CD2011011052	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	8.2	9	471	2	32	144
CD2011011053	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	7.9	9	471	1	18	131
CD2011011059	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	8.5	9.2	471	1	24	131
CD2011011060	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	9.2	9.2	471	1	31	138
CD2011011062	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	13.1	10.8	471	1	23	133
CD2011011063	I	50	2011	CD20110073	NL2008000032	CD2008000902	TK00210050I	207	8.9	9.6	471	2	32	257
CD2011011263	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	6	7.8	471	2	32	288
CD2011011266	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	6.9	8	471	2	32	268
CD2011011267	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	7	8	471	1	12	246
CD2011011268	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	6.2	7.5	471	2	32	315
CD2011011269	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	7.3	8.5	471	1	24	200
CD2011011270	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	6.1	7.8	471	1	15	179
CD2011011271	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	6.3	7.8	471	2	32	207
CD2011011272	I	50	2011	CD20110109	NL2008000048	CD2008001163	TK00210050I	207	5.1	7.3	471	2	32	169
CD2011011482	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	10.5	9.7	471	1	11	200
CD2011011483	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	8.6	9.2	471	2	32	189
CD2011011484	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	10.8	10	471	1	22	131
CD2011011487	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	7.7	9.1	471	1	15	151
CD2011011489	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	10.5	10	471	2	32	236
CD2011011491	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	5	9.6	471	1	11	180
CD2011011492	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	10.3	9.8	471	2	32	229
CD2011011494	I	50	2011	CD20110028	NL2008000012	CD2008005090	TK00210050I	207	8.1	9.1	471	2	32	215
CD2011011699	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	5.7	8	460	1	26	143
CD2011011701	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	5.7	7.8	460	1	13	121.8
CD2011011702	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	6.6	8	460	1	18	140
CD2011011703	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	7	8.3	460	1	18	155
CD2011011704	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	5.6	7.5	460	1	11	106
CD2011011706	I	50	2011	CD20110104	NL2008000034	CD2008011844	TK00210050I	196	7.4	8	460	1	15	129
CD2011011912	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	7.4	8	462	2	32	120
CD2011011916	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	9.9	9	462	2	32	202
CD2011011918	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	8.9	9	462	2	32	135
CD2011011919	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	8.5	8.5	462	2	32	120
CD2011011924	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	9.8	9	462	2	32	163
CD2011011926	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	8.3	8.7	462	2	32	153
CD2011011927	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	6.4	8	462	2	32	228
CD2011011928	I	50	2011	CD20110016	NL2008000010	CD2008002952	TK00210050I	198	8	8.3	462	2	32	209
CD2011012128	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	6.4	8.6	460	1	15	198
CD2011012130	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	6	8.1	460	1	21	152
CD2011012131	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	7	7.9	460	1	19	183
CD2011012132	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	7.1	8	460	1	21	118
CD2011012137	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	7.7	8.7	460	2	32	212
CD2011012138	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	6.4	8.4	460	2	32	166
CD2011012139	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	7.3	8.9	460	1	20	154
CD2011012140	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	6.4	8	460	1	18	144
CD2011012144	I	50	2011	CD20110010	NL2008000004	CD2008011842	TK00210050I	196	7.6	9.8	460	1	24	175
CD2011012342	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	6.6	8.7	471	2	32	196
CD2011012346	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	7	8.7	471	1	20	156
CD2011012347	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	6.9	9	471	1	15	146
CD2011012348	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	6.8	8.1	471	1	14	171
CD2011012349	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	5.7	7.6	471	1	11	116
CD2011012351	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	8.9	9.1	471	2	32	231
CD2011012354	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	5.6	8.4	471	2	32	146
CD2011012359	I	50	2011	CD20110085	NL2008000040	CD2008003482	TK00210050I	208	5	8.1	471	1	15	123
CD2011012571	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	5.6	7.7	460	2	32	359
CD2011012572	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	7.8	9	460	1	17	162
CD2011012574	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	7	8.7	460	2	32	287
CD2011012576	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	6.3	8.3	460	1	15	174
CD2011012577	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	7.4	8.9	460	2	32	307
CD2011012578	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	6.5	8.6	460	1	16	166
CD2011012579	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	6.6	8.5	460	2	32	265
CD2011012580	I	50	2011	CD20110057	NL2008000026	CD2008006709	TK00210050I	197	7	8.8	460	2	32	361
CD2011012770	I	50	2011	CD20110041	NL2008000019	CD2008000945	TK00210050I	199	4.6	7.5	462	2	32	181
CD2011012780	I	50	2011	CD20110041	NL2008000019	CD2008000945	TK00210050I	199	8.4	8.5	462	1	16	138
CD2011012783	I	50	2011	CD20110041	NL2008000019	CD2008000945	TK00210050I	199	8.9	9	462	2	32	319
CD2011012786	I	50	2011	CD20110041	NL2008000019	CD2008000945	TK00210050I	199	8.2	8.5	462	2	32	311
CD2011012794	I	50	2011	CD20110041	NL2008000019	CD2008000945	TK00210050I	199	6	8.3	462	2	32	153
CD2011012915	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	6.7	8.2	471	1	29	137
CD2011012983	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	5.9	7.8	471	2	32	248
CD2011013002	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	6.2	7.3	471	1	11	126.4
CD2011013003	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	5.7	8	471	1	12	159
CD2011013006	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	7.5	8.3	471	1	12	158.6
CD2011013007	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	7.8	8.4	471	1	14	180
CD2011013008	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	6.6	8	471	1	12	120
CD2011013009	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	5.7	7.7	471	1	11	147.2
CD2011013011	I	50	2011	CD20110013	NL2008000007	CD2008001111	TK00210050I	208	5.7	8	471	1	21	158
CD2011013208	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	6.8	8.3	471	1	11	125.5
CD2011013210	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	7.2	8.5	471	1	29	131
CD2011013211	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	8	9	471	1	19	162
CD2011013212	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	8.6	9	471	1	26	159
CD2011013213	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	6.9	9	471	1	12	166
CD2011013216	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	7.2	8.3	471	2	32	121
CD2011013218	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	8.3	8.7	471	1	15	127
CD2011013219	I	50	2011	CD20110020	NL2008000007	CD2008001763	TK00210050I	208	6.6	8.2	471	2	32	140
CD2011013430	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	7.9	8.8	471	2	32	117
CD2011013433	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	6.6	8.4	471	2	32	155
CD2011013434	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	8.4	9.1	471	2	32	259
CD2011013435	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	7.6	8.5	471	1	15	165
CD2011013436	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	8.6	9.3	471	1	14	167
CD2011013438	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	8.2	8.9	471	1	27	163
CD2011013440	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	7	8.6	471	1	15	105
CD2011013442	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	6	8	471	1	16	130
CD2011013443	I	50	2011	CD20110089	NL2008000042	CD2008004038	TK00210050I	208	5.7	8	471	1	22	158
CD2011013563	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	6.2	8.6	471	1	15	147
CD2011013565	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	5.6	8.4	471	1	15	176
CD2011013566	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	5.8	8.3	471	1	15	129
CD2011013647	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	7.1	8.9	471	2	32	280
CD2011013648	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	5.8	8.2	471	1	16	156
CD2011013651	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	5.8	8.2	471	1	11	119.1
CD2011013652	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	7.3	9	471	1	27	137
CD2011013657	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	7.5	9.2	471	1	17	169
CD2011013661	I	50	2011	CD20110101	NL2008000048	CD2008007679	TK00210050I	209	7	8.7	471	2	32	203
CD2011013862	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	5.6	8.1	472	1	16	179
CD2011013863	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	8.1	8.9	472	2	32	402
CD2011013865	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	6.8	8.6	472	2	32	431
CD2011013866	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	5.8	8.5	472	1	13	100.2
CD2011013868	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	7.2	8.8	472	2	32	269
CD2011013869	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	7	8.8	472	2	32	340
CD2011013871	I	50	2011	CD20110026	NL2008000014	CD2008003205	TK00210050I	210	6.4	8.4	472	1	26	179
CD2011014077	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	7.1	8.5	460	2	32	213
CD2011014078	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	6.2	8	460	2	32	162
CD2011014079	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	6.6	8.1	460	2	32	173
CD2011014080	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	7	8.7	460	1	14	173
CD2011014082	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	6.2	8.5	460	2	32	185
CD2011014086	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	6.3	8.1	460	1	22	181
CD2011014091	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	5.7	8.2	460	1	19	187
CD2011014093	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	6.6	8.5	460	1	12	192.2
CD2011014094	I	50	2011	CD20110054	NL2008000026	CD2008009500	TK00210050I	198	7.4	8.9	460	2	32	280
CD2011014291	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	7.6	8.5	471	1	14	155
CD2011014293	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	7.6	9.1	471	1	21	188
CD2011014295	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	7.4	8.4	471	1	13	144.2
CD2011014296	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	6.4	8.1	471	1	23	121
CD2011014302	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	6.4	8.5	471	1	14	134.1
CD2011014306	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	7.5	8.5	471	1	13	145.3
CD2011014308	I	50	2011	CD20110023	NL2008000012	CD2008007690	TK00210050I	209	6.1	7.9	471	1	16	117
CD2011014519	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	6.8	8	462	1	19	115
CD2011014520	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	6.4	8.3	462	2	32	191
CD2011014521	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	8.1	8.6	462	1	18	162
CD2011014523	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	7.1	8	462	2	32	261
CD2011014525	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	6.9	8.1	462	2	32	227
CD2011014528	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	6.1	8	462	2	32	195
CD2011014529	I	50	2011	CD20110042	NL2008000019	CD2008001233	TK00210050I	200	6.6	8.1	462	1	16	139
CD2011014728	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	9.3	9	462	1	13	145.4
CD2011014729	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	5.5	7.8	462	1	18	171
CD2011014731	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	6.3	8.5	462	1	21	167
CD2011014735	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	5	7.5	462	1	14	147.4
CD2011014737	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	6.8	8.5	462	2	32	135
CD2011014739	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	6.6	9	462	1	13	172.6
CD2011014746	I	50	2011	CD20110019	NL2008000010	CD2008008156	TK00210050I	200	7.8	8.6	462	1	15	175
CD2011014940	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	6.8	8	460	1	29	172
CD2011014941	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	5.4	7.5	460	2	32	187
CD2011014945	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	5.7	7.5	460	1	15	192
CD2011014947	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	5.3	7.5	460	1	15	102
CD2011014949	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	5.8	7.5	460	2	32	188
CD2011014953	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	6.7	8	460	1	26	151
CD2011014955	I	50	2011	CD20110068	NL2008000030	CD2008010265	TK00210050I	198	6.3	8.5	460	2	32	292
CD2011015106	I	50	2011	CD20110050	NL2008000024	CD2008007189	TK00210050I	200	6	8.4	462	1	19	100
CD2011015116	I	50	2011	CD20110050	NL2008000024	CD2008007189	TK00210050I	200	6.3	8.5	462	2	32	219
CD2011015156	I	50	2011	CD20110050	NL2008000024	CD2008007189	TK00210050I	200	7.6	9	462	1	14	159
CD2011015157	I	50	2011	CD20110050	NL2008000024	CD2008007189	TK00210050I	200	7.5	9	462	2	32	362
